priority,tier,session,signal,q,body,source,topics,title,url,path
690,2,v1-PROMPT-EXPLORE,6,0.90,8519,web.archive.org,Branding & Identity|Web & UI,Offices: New York | New at Pentagram,https://web.archive.org/web/20110923093622/http://pentagram.com/en/new/new-york,
691,2,v1-PROMPT-EXPLORE,6,0.88,8519,web.archive.org,Web & UI,Pascal Anson / Design Mart - Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20091221073948/http://designmuseum.org/design/pascal-anson,
692,2,v1-PROMPT-EXPLORE,6,0.88,8519,web.archive.org,Web & UI,Pascal Anson / Design Mart - Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20100105193854/http://www.designmuseum.org/design/pascal-anson,
693,2,v1-PROMPT-EXPLORE,6,0.88,8513,web.archive.org,Color & Palette|Web & UI,Jerszy Seymour / Designing Modern Britain - Design Museum Exhibition : - Design/Designer I,https://web.archive.org/web/20100105203828/http://designmuseum.org/design/jerszy-seymour,
694,2,v1-PROMPT-EXPLORE,6,0.91,8355,web.archive.org,Branding & Identity|Architecture & Brutalism,Media: Interiors | New at Pentagram,https://web.archive.org/web/20111028093445/http://pentagram.com/en/new/interiors,
695,2,v1-PROMPT-EXPLORE,6,0.90,8345,web.archive.org,Web & UI,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Desig,https://web.archive.org/web/20100107225748/http://designmuseum.org/design/shin-tomoko-azumi,
696,2,v1-PROMPT-EXPLORE,6,0.90,8345,web.archive.org,Web & UI,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Desig,https://web.archive.org/web/20091218113212/http://www.designmuseum.org/design/shin-tomoko-azumi,
697,2,v1-PROMPT-EXPLORE,6,0.90,8345,web.archive.org,Web & UI,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Desig,https://web.archive.org/web/20091218100215/http://www.designmuseum.org/design/shin-tomoko-azumi,
698,2,v1-PROMPT-EXPLORE,6,0.90,8345,web.archive.org,Web & UI,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Desig,https://web.archive.org/web/20091221090311/http://designmuseum.org/design/shin-tomoko-azumi,
699,2,v1-PROMPT-EXPLORE,6,0.90,8345,web.archive.org,Web & UI,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Desig,https://web.archive.org/web/20091219140321/http://www.designmuseum.org/design/shin-tomoko-azumi,
700,2,v1-PROMPT-EXPLORE,6,0.91,8321,web.archive.org,Branding & Identity|Architecture & Brutalism,Media: Interiors | New at Pentagram,https://web.archive.org/web/20111011192408/http://pentagram.com/en/new/interiors,
701,2,v1-PROMPT-EXPLORE,6,0.90,8275,web.archive.org,Web & UI,Experimental Jetset / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20091221082721/http://designmuseum.org/design/experimental-jetset,
702,2,v1-PROMPT-EXPLORE,6,0.91,8263,web.archive.org,Branding & Identity|Architecture & Brutalism,Media: Interiors | New at Pentagram,https://web.archive.org/web/20110930012051/http://pentagram.com/en/new/interiors,
703,2,v1-PROMPT-EXPLORE,6,0.90,8148,web.archive.org,Web & UI,Finn Magee / Designers in Residence – Design Museum Exhibition : - Design/Designer Informa,https://web.archive.org/web/20100124143238/http://designmuseum.org/design/finn-magee,
704,2,v1-PROMPT-EXPLORE,6,0.86,8141,en.wikipedia.org,Web & UI,Talk:Chartered Society of Designers - Wikipedia,https://en.wikipedia.org/wiki/Talk:Chartered_Society_of_Designers,
705,2,v1-PROMPT-EXPLORE,6,0.90,8124,en.wikipedia.org,Typography & Type|Color & Palette,Lucida Grande - Wikipedia,https://en.wikipedia.org/wiki/Lucida_Grande,
706,2,v1-PROMPT-EXPLORE,6,0.92,8099,web.archive.org,Color & Palette|Editorial & Print,Packaging | Popular Topics on Imprint — Imprint-The Online Community for Graphic Designers,https://web.archive.org/web/20111024162853/http://imprint.printmag.com/packaging,
707,2,v2-overnight,6,1.00,8000,en.wikipedia.org,Branding & Identity|Color & Palette,Pentagram (design firm) - Wikipedia,https://en.wikipedia.org/wiki/Pentagram_(design_firm),
708,2,v2-overnight,6,0.96,8000,en.wikipedia.org,Movement & History|Minimalism,De Stijl - Wikipedia,https://en.wikipedia.org/wiki/De_Stijl,
709,2,v2-overnight,6,1.00,8000,en.wikipedia.org,Branding & Identity|Layout & Grid,Milton Glaser - Wikipedia,https://en.wikipedia.org/wiki/Milton_Glaser,
710,2,v2-overnight,6,1.00,8000,web.archive.org,Editorial & Print|Typography & Type,"Kerry William Purcell, Wim Crouwel",https://web.archive.org/web/20120425141434/http://kerrywilliampurcell.tumblr.com/post/10047644883/wim-crouwel,
711,2,v2-overnight,6,1.00,8000,en.wikipedia.org,Movement & History|Minimalism,De Stijl - Wikipedia,https://en.wikipedia.org/w/index.php?title=De_Stijl&amp;oldid=1357199287,
712,2,v2-overnight,6,0.94,8000,en.wikipedia.org,Architecture & Brutalism,Massimo Vignelli - Wikipedia,https://en.wikipedia.org/wiki/Massimo_Vignelli,
713,2,v2-overnight,6,1.00,8000,web.archive.org,Minimalism|Color & Palette,"Biography | Paul Rand, American Modernist (1914-1996)",https://web.archive.org/web/20180823213914/http://www.paul-rand.com/foundation/biography,
714,2,v2-overnight,6,0.92,8000,www.wikidata.org,Editorial & Print|Web & UI,Massimo Vignelli - Wikidata,https://www.wikidata.org/wiki/Special:EntityPage/Q2317903,
715,2,v2-overnight,6,1.00,8000,en.wikipedia.org,Architecture & Brutalism,Massimo Vignelli - Wikipedia,https://en.wikipedia.org/w/index.php?title=Massimo_Vignelli&amp;action=edit&amp;section=,
716,2,v2-overnight,6,1.00,8000,en.wikipedia.org,Architecture & Brutalism,Massimo Vignelli - Wikipedia,https://en.wikipedia.org/w/index.php?title=Massimo_Vignelli&amp;action=edit,
717,2,v2-overnight,6,0.92,8000,www.wikidata.org,Editorial & Print|Web & UI,Massimo Vignelli - Wikidata,https://www.wikidata.org/wiki/Q2317903,
718,2,v2-overnight,6,1.00,8000,en.wikipedia.org,Architecture & Brutalism,Massimo Vignelli - Wikipedia,https://en.wikipedia.org/w/index.php?title=Massimo_Vignelli&amp;oldid=1356003768,
719,2,v2-overnight,6,0.95,7999,en.wikipedia.org,Branding & Identity|Typography & Type,Logo - Wikipedia,https://en.wikipedia.org/wiki/Logo,
720,2,v2-overnight,6,1.00,7999,en.wikipedia.org,Branding & Identity|Typography & Type,Logo - Wikipedia,https://en.wikipedia.org/w/index.php?title=Logo&amp;action=edit,
721,2,v2-overnight,6,1.00,7999,en.wikipedia.org,Branding & Identity|Typography & Type,Logo - Wikipedia,https://en.wikipedia.org/w/index.php?title=Logo&amp;oldid=1355129495,
722,2,v2-overnight,6,0.94,7804,en.wikipedia.org,Typography & Type|AI & Design,Cassandre - Wikipedia,https://en.wikipedia.org/wiki/A.M._Cassandre,
723,2,v2-overnight,6,0.85,5460,www.wikidata.org,Branding & Identity|Typography & Type,logo - Wikidata,https://www.wikidata.org/wiki/Special:EntityPage/Q1886349,
724,2,v2-overnight,6,0.85,5460,www.wikidata.org,Branding & Identity|Typography & Type,logo - Wikidata,https://www.wikidata.org/wiki/Q1886349,
725,2,v1-PROMPT-EXPLORE,5,0.77,68383,web.archive.org,Color & Palette|Editorial & Print,THE MOTHER OF ALL HTML COLOR CHARTS information to be added,https://web.archive.org/web/20170210001929/http://tx4.us/mo/moacadd.htm,
726,2,v1-PROMPT-EXPLORE,5,0.77,68383,web.archive.org,Color & Palette|Editorial & Print,THE MOTHER OF ALL HTML COLOR CHARTS information to be added,https://web.archive.org/web/20170209230202/http://tx4.us/mo/moacadd.htm,
727,2,v1-PROMPT-EXPLORE,5,0.77,68383,web.archive.org,Color & Palette|Editorial & Print,THE MOTHER OF ALL HTML COLOR CHARTS information to be added,https://web.archive.org/web/20170210003740/http://tx4.us/mo/moacadd.htm,
728,2,v1-PROMPT-EXPLORE,5,0.77,68383,web.archive.org,Color & Palette|Editorial & Print,THE MOTHER OF ALL HTML COLOR CHARTS information to be added,https://web.archive.org/web/20160326213042/http://www.tx4.us/mo/moacadd.htm,
729,2,v1-PROMPT-EXPLORE,5,0.77,68383,web.archive.org,Color & Palette|Editorial & Print,THE MOTHER OF ALL HTML COLOR CHARTS information to be added,https://web.archive.org/web/20170209194715/http://tx4.us/mo/moacadd.htm,
730,2,v1-PROMPT-EXPLORE,5,0.78,27086,web.archive.org,Color & Palette|Web & UI,Texas Precancel Club The NBS/ISCC Color/Colour System 267 Original and Improved Centroids ,https://web.archive.org/web/20160326215040/http://www.tx4.us/nbs-iscc.htm,
731,2,v1-PROMPT-EXPLORE,5,0.78,27086,web.archive.org,Color & Palette|Web & UI,Texas Precancel Club The NBS/ISCC Color/Colour System 267 Original and Improved Centroids ,https://web.archive.org/web/20160326092605/http://www.tx4.us/nbs-iscc.htm,
732,2,v1-PROMPT-EXPLORE,5,0.76,19275,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 7 degrees,https://web.archive.org/web/20170210061139/http://tx4.us/mh/mh007.htm,
733,2,v1-PROMPT-EXPLORE,5,0.76,19275,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 7 degrees,https://web.archive.org/web/20160326153453/http://www.tx4.us/mh/mh007.htm,
734,2,v1-PROMPT-EXPLORE,5,0.76,18588,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 30 degrees,https://web.archive.org/web/20170210013807/http://tx4.us/mh/mh030.htm,
735,2,v1-PROMPT-EXPLORE,5,0.76,18588,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 30 degrees,https://web.archive.org/web/20160326153709/http://www.tx4.us/mh/mh030.htm,
736,2,v1-PROMPT-EXPLORE,5,0.76,18588,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 30 degrees,https://web.archive.org/web/20161207022612/http://tx4.us/mh/mh030.htm,
737,2,v1-PROMPT-EXPLORE,5,0.79,18429,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR CHARTS color order page i,https://web.archive.org/web/20160326215206/http://www.tx4.us/mo/moac-i.htm,
738,2,v1-PROMPT-EXPLORE,5,0.79,18429,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR CHARTS color order page i,https://web.archive.org/web/20170209212844/http://tx4.us/mo/moac-i.htm,
739,2,v1-PROMPT-EXPLORE,5,0.77,17920,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 24 degrees,https://web.archive.org/web/20160326214748/http://www.tx4.us/mh/mh024.htm,
740,2,v1-PROMPT-EXPLORE,5,0.77,17723,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 19 degrees,https://web.archive.org/web/20160326092529/http://www.tx4.us/mh/mh019.htm,
741,2,v1-PROMPT-EXPLORE,5,0.77,17706,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 36 degrees,https://web.archive.org/web/20160326092425/http://www.tx4.us/mh/mh036.htm,
742,2,v1-PROMPT-EXPLORE,5,0.77,17690,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 21 degrees,https://web.archive.org/web/20160314214415/http://tx4.us/mh/mh021.htm,
743,2,v1-PROMPT-EXPLORE,5,0.77,17690,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 21 degrees,https://web.archive.org/web/20161207013610/http://tx4.us/mh/mh021.htm,
744,2,v1-PROMPT-EXPLORE,5,0.77,17690,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 21 degrees,https://web.archive.org/web/20160326214904/http://www.tx4.us/mh/mh021.htm,
745,2,v1-PROMPT-EXPLORE,5,0.77,17690,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 21 degrees,https://web.archive.org/web/20160327040809/http://www.tx4.us/mh/mh021.htm,
746,2,v1-PROMPT-EXPLORE,5,0.77,17690,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 21 degrees,https://web.archive.org/web/20161207012703/http://tx4.us/mh/mh021.htm,
747,2,v1-PROMPT-EXPLORE,5,0.77,17646,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 14 degrees,https://web.archive.org/web/20160326214629/http://www.tx4.us/mh/mh014.htm,
748,2,v1-PROMPT-EXPLORE,5,0.77,17646,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 14 degrees,https://web.archive.org/web/20160305095145/http://tx4.us/mh/mh014.htm,
749,2,v1-PROMPT-EXPLORE,5,0.77,17646,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 73 degrees,https://web.archive.org/web/20170209202300/http://tx4.us/mh/mh073.htm,
750,2,v1-PROMPT-EXPLORE,5,0.77,17570,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 72 degrees,https://web.archive.org/web/20160326224900/http://www.tx4.us/mh/mh072.htm,
751,2,v1-PROMPT-EXPLORE,5,0.77,17570,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 72 degrees,https://web.archive.org/web/20160326213042/http://www.tx4.us/mh/mh072.htm,
752,2,v1-PROMPT-EXPLORE,5,0.77,17570,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 72 degrees,https://web.archive.org/web/20170209235709/http://tx4.us/mh/mh072.htm,
753,2,v1-PROMPT-EXPLORE,5,0.77,17544,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 18 degrees,https://web.archive.org/web/20160326092539/http://www.tx4.us/mh/mh018.htm,
754,2,v1-PROMPT-EXPLORE,5,0.77,17542,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 37 degrees,https://web.archive.org/web/20160326152859/http://www.tx4.us/mh/mh037.htm,
755,2,v1-PROMPT-EXPLORE,5,0.77,17518,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 48 degrees,https://web.archive.org/web/20170210033609/http://tx4.us/mh/mh048.htm,
756,2,v1-PROMPT-EXPLORE,5,0.77,17518,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 48 degrees,https://web.archive.org/web/20170210061445/http://tx4.us/mh/mh048.htm,
757,2,v1-PROMPT-EXPLORE,5,0.77,17498,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 42 degrees,https://web.archive.org/web/20160326152859/http://www.tx4.us/mh/mh042.htm,
758,2,v1-PROMPT-EXPLORE,5,0.77,17492,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 8 degrees,https://web.archive.org/web/20160326214108/http://www.tx4.us/mh/mh008.htm,
759,2,v1-PROMPT-EXPLORE,5,0.77,17453,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 11 degrees,https://web.archive.org/web/20160326092425/http://www.tx4.us/mh/mh011.htm,
760,2,v1-PROMPT-EXPLORE,5,0.77,17453,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 11 degrees,https://web.archive.org/web/20160326214906/http://www.tx4.us/mh/mh011.htm,
761,2,v1-PROMPT-EXPLORE,5,0.77,17453,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 11 degrees,https://web.archive.org/web/20160326235030/http://www.tx4.us/mh/mh011.htm,
762,2,v1-PROMPT-EXPLORE,5,0.77,17443,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 35 degrees,https://web.archive.org/web/20160326220459/http://www.tx4.us/mh/mh035.htm,
763,2,v1-PROMPT-EXPLORE,5,0.77,17443,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 35 degrees,https://web.archive.org/web/20170209234614/http://tx4.us/mh/mh035.htm,
764,2,v1-PROMPT-EXPLORE,5,0.77,17426,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 33 degrees,https://web.archive.org/web/20160326215040/http://www.tx4.us/mh/mh033.htm,
765,2,v1-PROMPT-EXPLORE,5,0.77,17426,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 33 degrees,https://web.archive.org/web/20160326214202/http://www.tx4.us/mh/mh033.htm,
766,2,v1-PROMPT-EXPLORE,5,0.77,17409,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 34 degrees,https://web.archive.org/web/20170209210728/http://tx4.us/mh/mh034.htm,
767,2,v1-PROMPT-EXPLORE,5,0.77,17409,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 34 degrees,https://web.archive.org/web/20161207022612/http://tx4.us/mh/mh034.htm,
768,2,v1-PROMPT-EXPLORE,5,0.77,17385,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 25 degrees,https://web.archive.org/web/20170210061258/http://tx4.us/mh/mh025.htm,
769,2,v1-PROMPT-EXPLORE,5,0.77,17369,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 26 degrees,https://web.archive.org/web/20160327040809/http://www.tx4.us/mh/mh026.htm,
770,2,v1-PROMPT-EXPLORE,5,0.77,17356,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 50 degrees,https://web.archive.org/web/20160326214632/http://www.tx4.us/mh/mh050.htm,
771,2,v1-PROMPT-EXPLORE,5,0.77,17355,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 32 degrees,https://web.archive.org/web/20160326214632/http://www.tx4.us/mh/mh032.htm,
772,2,v1-PROMPT-EXPLORE,5,0.77,17355,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 32 degrees,https://web.archive.org/web/20160326153152/http://www.tx4.us/mh/mh032.htm,
773,2,v1-PROMPT-EXPLORE,5,0.77,17346,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 5 degrees,https://web.archive.org/web/20160326153443/http://www.tx4.us/mh/mh005.htm,
774,2,v1-PROMPT-EXPLORE,5,0.77,17308,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 49 degrees,https://web.archive.org/web/20160326091920/http://www.tx4.us/mh/mh049.htm,
775,2,v1-PROMPT-EXPLORE,5,0.77,17308,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 49 degrees,https://web.archive.org/web/20160326092518/http://www.tx4.us/mh/mh049.htm,
776,2,v1-PROMPT-EXPLORE,5,0.77,17308,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 49 degrees,https://web.archive.org/web/20160327040802/http://www.tx4.us/mh/mh049.htm,
777,2,v1-PROMPT-EXPLORE,5,0.77,17296,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 74 degrees,https://web.archive.org/web/20170209190759/http://tx4.us/mh/mh074.htm,
778,2,v1-PROMPT-EXPLORE,5,0.77,17296,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 16 degrees,https://web.archive.org/web/20170210061445/http://tx4.us/mh/mh016.htm,
779,2,v1-PROMPT-EXPLORE,5,0.77,17296,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 16 degrees,https://web.archive.org/web/20170210001853/http://tx4.us/mh/mh016.htm,
780,2,v1-PROMPT-EXPLORE,5,0.77,17296,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 74 degrees,https://web.archive.org/web/20160326093132/http://www.tx4.us/mh/mh074.htm,
781,2,v1-PROMPT-EXPLORE,5,0.77,17284,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 46 degrees,https://web.archive.org/web/20160326092341/http://www.tx4.us/mh/mh046.htm,
782,2,v1-PROMPT-EXPLORE,5,0.77,17272,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 75 degrees,https://web.archive.org/web/20170210061156/http://tx4.us/mh/mh075.htm,
783,2,v1-PROMPT-EXPLORE,5,0.77,17272,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 75 degrees,https://web.archive.org/web/20160326153801/http://www.tx4.us/mh/mh075.htm,
784,2,v1-PROMPT-EXPLORE,5,0.77,17272,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 75 degrees,https://web.archive.org/web/20160326214437/http://www.tx4.us/mh/mh075.htm,
785,2,v1-PROMPT-EXPLORE,5,0.77,17265,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 3 degrees,https://web.archive.org/web/20160326153007/http://www.tx4.us/mh/mh003.htm,
786,2,v1-PROMPT-EXPLORE,5,0.77,17265,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 3 degrees,https://web.archive.org/web/20170209182935/http://tx4.us/mh/mh003.htm,
787,2,v1-PROMPT-EXPLORE,5,0.77,17265,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 3 degrees,https://web.archive.org/web/20160326214604/http://www.tx4.us/mh/mh003.htm,
788,2,v1-PROMPT-EXPLORE,5,0.77,17234,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 9 degrees,https://web.archive.org/web/20160326153436/http://www.tx4.us/mh/mh009.htm,
789,2,v1-PROMPT-EXPLORE,5,0.77,17234,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 9 degrees,https://web.archive.org/web/20160326092354/http://www.tx4.us/mh/mh009.htm,
790,2,v1-PROMPT-EXPLORE,5,0.77,17234,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 9 degrees,https://web.archive.org/web/20170209225253/http://tx4.us/mh/mh009.htm,
791,2,v1-PROMPT-EXPLORE,5,0.77,17194,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 67 degrees,https://web.archive.org/web/20160326215040/http://www.tx4.us/mh/mh067.htm,
792,2,v1-PROMPT-EXPLORE,5,0.77,17194,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 67 degrees,https://web.archive.org/web/20160314214026/http://tx4.us/mh/mh067.htm,
793,2,v1-PROMPT-EXPLORE,5,0.77,17173,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 2 degrees,https://web.archive.org/web/20170210002138/http://tx4.us/mh/mh002.htm,
794,2,v1-PROMPT-EXPLORE,5,0.77,17173,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 2 degrees,https://web.archive.org/web/20160326221914/http://www.tx4.us/mh/mh002.htm,
795,2,v1-PROMPT-EXPLORE,5,0.77,17166,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 17 degrees,https://web.archive.org/web/20160326092425/http://www.tx4.us/mh/mh017.htm,
796,2,v1-PROMPT-EXPLORE,5,0.77,17147,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 29 degrees,https://web.archive.org/web/20160326033613/http://www.tx4.us/mh/mh029.htm,
797,2,v1-PROMPT-EXPLORE,5,0.77,17147,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 29 degrees,https://web.archive.org/web/20160326092539/http://www.tx4.us/mh/mh029.htm,
798,2,v1-PROMPT-EXPLORE,5,0.77,17144,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 1 degree,https://web.archive.org/web/20160326092439/http://www.tx4.us/mh/mh001.htm,
799,2,v1-PROMPT-EXPLORE,5,0.77,17144,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 1 degree,https://web.archive.org/web/20160326153239/http://www.tx4.us/mh/mh001.htm,
800,2,v1-PROMPT-EXPLORE,5,0.77,17142,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 4 degrees,https://web.archive.org/web/20160326214325/http://www.tx4.us/mh/mh004.htm,
801,2,v1-PROMPT-EXPLORE,5,0.77,17142,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 4 degrees,https://web.archive.org/web/20170210001907/http://tx4.us/mh/mh004.htm,
802,2,v1-PROMPT-EXPLORE,5,0.77,17142,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 4 degrees,https://web.archive.org/web/20160327035229/http://www.tx4.us/mh/mh004.htm,
803,2,v1-PROMPT-EXPLORE,5,0.77,17142,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 4 degrees,https://web.archive.org/web/20160326092326/http://www.tx4.us/mh/mh004.htm,
804,2,v1-PROMPT-EXPLORE,5,0.77,17136,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 53 degrees,https://web.archive.org/web/20160327035956/http://www.tx4.us/mh/mh053.htm,
805,2,v1-PROMPT-EXPLORE,5,0.77,17135,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 66 degrees,https://web.archive.org/web/20160326032702/http://www.tx4.us/mh/mh066.htm,
806,2,v1-PROMPT-EXPLORE,5,0.77,17134,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR/COLOUR CHARTS hue order page 41 degrees,https://web.archive.org/web/20160327033359/http://www.tx4.us/mh/mh041.htm,
